1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,y
-416.35715,76.89823,17.064472,13.590669,9.5811405,14.48948,14.159571,17.602243,12.417317,11.196182,8.695452,9.674763,8.471535,7.637383,5.220846,5.3682876,4.176857,4.9406443,3.1808057,3.717362,2.7824368,4.2233496,3.3054333,3.53646,2.3469255,2.9433415,2.5272164,2.9652743,1.5796812,1.6423278,1.2398505,1.6148219,1.1993228,2.3225038,1.0788474,1.0260372,-0.12618585,0.4349401,0.24714902,1.0134119,1
-124.22318,180.88306,-16.25159,21.127691,-3.3214202,2.924716,-4.317518,2.097303,-0.74996156,2.1068738,3.019814,1.2811685,-11.526903,6.247159,-3.8799279,0.3374159,-4.365807,-0.075784154,-2.0772727,0.46378288,-1.0962055,2.1919997,-2.0236943,1.867093,-2.9231884,0.0148401195,0.14740916,2.0731761,-0.74457514,2.85164,-0.0450766,4.230668,-0.33408448,2.3096564,-1.0024279,1.6378134,-1.5065084,1.3277354,-0.27153012,2.7131252,1
-292.85278,17.451517,-101.7348,32.198704,-55.900475,39.003746,1.7921551,18.438913,-21.670372,-33.78895,-3.3903472,16.753748,21.986961,-21.086699,3.441803,-3.8066385,2.967937,5.5391874,25.459984,-1.8977503,-30.126396,1.8147116,0.57361645,0.049700376,1.0036236,-7.771035,-15.520472,0.80516315,-9.771297,17.619047,5.0917864,-22.18777,5.3524437,-6.812007,6.5599666,-3.3936584,3.2446835,-3.2747824,-17.868563,7.061927,1
-112.58579,124.818634,5.6117425,31.89018,22.842804,-7.118196,8.235796,17.081524,-5.9275208,7.5988584,-0.24784955,2.233072,-4.595642,10.026261,-2.0158422,7.7006574,-6.170151,7.735708,-3.6611288,3.3192267,-2.928193,2.717248,-2.536233,1.8144298,-1.8115807,0.98550516,-2.9649193,0.36845425,-2.0696433,2.1361432,-2.836991,-0.9327164,-1.3607937,1.1859989,-2.3614995,1.678223,-1.2614042,-0.6129628,-0.35560858,2.852916,1
-156.01727,241.90642,-109.78146,28.017729,24.143972,-42.88929,32.875942,-0.6821946,-24.948019,20.325388,-10.406439,-1.5407501,22.633463,-12.997921,-1.4336429,10.093406,-9.979387,7.003951,6.0131707,-4.746624,7.8967185,-2.630576,-3.4431005,6.557829,-7.192508,-1.4818888,5.9196053,-4.125099,2.506878,0.118392415,-6.957094,3.537836,-0.42841136,-2.7567809,5.7379236,-0.98931205,-0.75966275,4.2630095,-2.4160647,-0.2883624,1
-192.92159,141.71523,6.706647,25.728449,3.7181318,9.227235,-5.4040556,7.092832,-2.7639468,2.0608852,3.7298937,3.6021795,0.8215815,0.5758307,-0.8408176,1.3975183,1.3932221,4.3203573,-0.40803108,1.6342652,-0.09051452,0.16917694,-3.1692727,0.7398742,0.5084069,1.4157965,-0.16860548,0.2604587,-0.45642167,0.6066063,-1.2727227,1.1236686,0.0021560777,0.39329755,-1.1721088,1.4145275,1.6979729,1.8300525,-0.44764093,0.17138392,1
-115.26612,75.02316,-122.685524,59.0849,-43.710537,28.603546,-39.749146,19.992092,-20.220444,3.5185013,-12.841958,3.8487968,-2.7523346,-1.79398,3.5298266,-2.0664427,3.1093242,-4.716465,4.1271505,-4.8234205,5.14097,-4.084682,4.578731,-1.4136964,0.943949,0.17049208,0.19884476,-1.24598,1.1387116,0.0784794,-0.041124612,1.7929317,-0.75386345,0.6936982,-0.87239707,1.5488547,-1.7379091,2.6446104,-0.86179215,2.2557857,1
-280.03458,27.94496,-131.53609,22.302078,-23.61371,48.91506,16.874075,2.6147168,-21.380684,-15.169209,14.2373905,18.100782,6.549722,-21.10986,2.845036,-2.2119017,8.557218,6.1855035,1.3693517,-15.11989,-14.811854,10.622154,-3.5391192,-1.0138084,-3.772176,-8.576593,-6.2874084,1.5676914,8.125503,4.4666176,-10.699471,-3.6967404,5.9205585,-2.532132,2.1097553,-6.135543,-6.5523586,-10.487844,-0.1843731,5.344129,1
-37.15491,164.41927,-59.49835,6.1383677,-19.097792,0.32213956,-13.293762,-4.195541,-15.240167,-7.080681,-8.82707,-2.775368,-6.6174645,-2.2766204,-7.2744813,1.087199,-4.490065,0.9659109,-1.0008951,0.7920313,-2.6065018,-1.1540415,-4.8222866,-0.6223542,-1.60011,0.35949743,-1.006667,1.2101531,-2.0500767,0.25717506,-1.8073566,-0.14857142,-3.377727,-0.2596716,-2.9692607,1.8050609,0.38921782,1.6613406,-1.1776083,-0.2034576,1
-41.057213,116.1386,-42.79475,41.311073,-30.113674,31.37643,-5.042373,23.48392,-2.336592,0.76486063,12.345844,-0.2568305,6.204127,-7.5444303,4.7824135,1.999068,7.7837944,0.2314306,-3.1777592,7.831309,-0.40459502,2.3580983,-3.8424022,5.89433,-3.3976057,5.076584,-1.4412564,2.7706425,0.6085898,-0.62183136,4.6029987,-2.9839106,4.314489,1.2734636,3.6473484,0.2460725,1.2880636,3.2806187,-0.6645347,2.7341292,1
-411.8013,131.74901,3.7007558,13.405032,-11.404619,-4.514155,-12.60341,-8.65738,-8.953055,-6.969829,-5.455101,-1.8336407,-4.964941,-2.5508075,-3.3067186,-0.49280557,-4.0786877,-5.890228,-4.96291,-4.328598,-5.522161,-5.3993382,-5.1509094,-6.9930215,-6.138641,-2.991027,-3.2312717,-1.9033393,-2.1290069,-1.7322577,-3.365047,-0.92532665,-1.8853409,-1.1364762,-2.15249,-1.8945884,-1.912863,-1.4147574,-1.5146433,-0.33970416,1
-361.2866,53.489773,-77.34673,5.1815686,0.04568718,44.23162,-5.3463335,0.058958303,7.3073845,2.3402557,-0.14639176,-6.4310083,1.7792764,-1.9716547,2.4604182,-3.0868397,4.41059,-3.337509,5.072982,-0.35372713,-6.2623425,0.62361985,-6.0862017,0.070307165,-6.0941653,-0.40518835,-0.36988476,-0.8916775,-3.4031682,-6.34631,0.27496403,-2.8226929,-4.5818033,-5.3202085,-2.5907342,-2.6690629,-0.93394697,-5.5090947,-3.6505632,0.65808403,1
-274.22986,33.842724,-112.445984,28.253134,-58.94154,35.679596,-27.597935,-17.83073,-3.2444575,17.759493,17.414669,0.3368403,-11.247344,-27.361279,12.508392,1.4584621,4.793103,-13.568458,11.865115,19.26618,6.10695,-3.2673361,-19.86139,0.22149467,-7.2226996,2.39147,3.399079,3.6093051,-3.4640734,9.776986,8.707292,-18.195353,-10.550249,-2.7297878,5.5268908,4.452654,1.5761273,-10.58014,5.809071,4.518928,1
-35.427746,156.28897,-53.341858,2.3706427,-20.56131,-2.5722022,-12.086306,-5.418224,-13.673685,-2.3610497,-8.607081,-3.3385608,-5.515709,-0.84804404,-5.627828,1.0020806,-5.0739155,-0.555395,-2.732138,-0.07647777,-2.8724728,-1.1181955,-3.5740063,0.68864936,-3.4376569,1.1596918,-2.815958,1.8822964,-1.950181,0.10895732,-2.4012675,-0.12547988,-1.7037176,0.07143522,-1.240941,1.6563331,-0.692877,0.76496714,-2.46767,0.46226728,1
-238.66158,92.9869,-11.346611,11.957718,-20.40655,0.99064094,-9.98928,-6.0989814,-4.3686247,-10.347784,-1.0623808,-9.790504,-3.1330764,0.08114,-5.0742188,1.8469528,4.4571686,-2.8529797,7.977702,0.6752284,3.2661119,2.639851,2.812654,3.1837058,0.7065861,0.38915947,1.8310635,0.028010081,1.7301798,2.946233,-1.3607554,1.5973003,-1.7615839,1.4687388,1.0155953,1.6627426,-0.37298387,3.114077,-0.99142206,4.4820037,1
-157.07564,54.63367,4.2983055,9.48594,-7.9347677,8.116756,1.8007947,9.920288,0.32937258,4.0001545,-3.0435514,2.2566478,0.2935646,4.328233,-3.463531,-1.8652246,-3.2145844,0.7452241,-2.9659085,0.021032993,-3.0748684,1.2754893,-2.1762018,1.893408,-1.1120044,2.4400098,-0.8129169,1.2069913,-0.022574874,1.2876292,-1.5136826,0.5726572,-0.8509633,2.9460297,0.5240074,1.5862217,-2.0413926,0.9545081,-0.8382658,0.50645363,1
-155.31459,80.70819,-5.81829,17.826374,-7.239849,19.890862,-2.7161071,14.459014,-0.81086856,7.0651016,-0.9003802,7.704571,3.1157982,10.871758,-1.3058797,7.9675865,0.58127624,4.1443834,1.143664,2.1227074,1.0392792,1.8943357,4.7151566,1.8066361,1.7272706,1.7086813,2.10899,1.5558839,-0.45625326,0.5098207,0.0035166473,1.381672,0.29520682,2.7651856,0.6529999,2.3299537,0.48806328,3.3038476,-0.1240014,0.37888217,1
-312.77997,23.112564,-110.626144,19.594334,-40.33484,47.160374,13.684632,18.638214,-9.858346,-26.382725,-6.859969,19.851633,26.794111,-12.512002,2.7501106,-5.512442,-0.6609384,-2.5769768,22.147247,2.9943485,-31.296204,-5.0691667,0.118562564,0.93286437,2.2810495,-1.1962618,-11.632484,-0.08814629,-10.381496,13.295899,19.619684,-16.688435,-2.0895793,-4.664252,2.1176295,0.119000636,0.120033525,0.7647874,-18.257141,-4.347594,1
-52.715294,164.93619,-45.73508,13.040411,-11.214357,-0.26781237,-9.7037525,-1.0240506,-6.6527243,-1.850418,-7.056264,-1.2446187,-5.4849586,0.23137006,-7.789126,0.84016716,-4.1325016,1.6063275,-3.3122892,-0.7114032,-3.534242,-0.7518892,-3.953716,0.62411654,-4.433372,1.9790572,-0.7566341,2.7002895,-2.1628816,1.6705867,-2.1984177,0.04304109,-3.2520847,1.0771843,-2.7923667,1.6513555,-2.7270854,1.0857301,-1.7085059,1.1089659,1
-19.924803,139.58249,-43.181934,4.4156375,-30.126755,-6.8235736,-8.168281,-5.7079444,-17.597359,-1.3133256,-12.134452,2.3333247,-13.927626,4.832156,-7.9913845,2.9968696,-2.8923566,1.864631,-2.0305693,1.176808,-3.5564983,-0.21463291,-3.989597,0.89040226,-1.9846505,0.69216484,-1.2781708,0.32478157,-1.7465613,1.6496022,-2.2494397,-0.7694401,-3.0793476,0.31418696,-1.4223537,-0.7030789,-3.126661,-0.2033714,-1.1517295,1.0223851,1
-220.16644,129.67604,-6.7830434,-1.2525566,-6.161352,-6.5205665,-0.25251633,8.3946495,2.8061395,7.632049,0.120745234,3.172351,0.509492,7.6655583,1.679861,0.25107476,0.43244693,5.239187,0.6072426,2.4694176,1.8829179,3.9921927,-1.1859258,0.35774708,-1.4052999,3.955168,-0.02952272,2.1699843,-1.0848827,0.39291307,-1.5236516,1.2441691,-1.2841527,1.5098222,0.9471377,-0.38134274,-0.38835272,2.6386526,-1.5933931,2.425444,1
-94.74965,135.01273,-36.968727,40.64011,-22.631266,32.8981,-2.8193274,24.971588,1.369088,-1.1091005,13.1487055,-3.0468576,8.231799,-8.690183,4.4744406,5.434863,9.063754,-1.6311072,-3.7034714,7.6643224,0.8591366,1.5002036,-3.068707,4.8459997,-3.7111526,2.1597195,-1.5380586,1.4702348,1.3581756,1.2563907,5.4933934,-2.8487825,2.8839564,-0.3468801,5.425619,1.0565675,-0.116648875,2.8006718,-0.29528973,3.1830575,1
-135.96382,158.93822,3.835382,33.061184,5.1531754,13.7877655,10.620954,9.526302,6.020257,9.562811,-2.40917,4.2182693,2.0379841,7.0739455,-1.3289447,3.4409642,2.2126741,2.431206,-2.9642158,2.7539134,-2.8400018,2.7238412,-0.7472356,1.4570681,-0.9145089,-0.28498524,-1.7057143,2.0039504,-3.1411073,1.9240198,-1.7207563,-0.771138,0.06128511,0.43562207,-1.7703667,1.9274998,-1.527285,0.8311827,-1.3988589,0.776058,1
-429.8524,158.94632,-1.2188432,6.830053,1.0103347,-7.8613806,-9.841307,-4.8363075,-4.2450485,-1.0709699,0.099602826,1.4022752,-0.13460211,-2.0164638,-5.282799,-8.771067,-10.61355,-7.4022117,-5.7371564,-4.5328565,-2.4825213,0.13521948,-0.9152069,-1.8692492,-4.0107026,-5.5261602,-5.7801347,-4.667772,-5.475801,-4.692995,-3.1724498,-1.1702185,-1.0505503,0.24138477,-0.17605256,-0.47428486,-3.2313883,-4.6634574,-5.15873,-3.5366232,1
-174.46313,137.78485,-73.75935,36.574123,-19.099836,3.5560274,-4.3662186,6.2789984,1.6080858,9.326613,11.485122,-5.85498,6.3857613,-2.7407923,-1.8586123,-8.765025,-0.3494007,0.7563457,3.3816555,5.4173903,2.5240405,2.7323532,-2.4330616,0.79094917,-5.7742176,-0.6700931,1.7192588,1.2650918,-2.0656762,-1.7496783,2.50745,-1.0241003,-1.4822716,-4.287422,-0.8187682,-1.5080632,-0.5644786,-0.22443181,0.47570086,3.0991673,1
-323.411,28.534077,-83.678314,36.535645,-41.808212,65.96645,10.033488,14.467353,-31.145327,-20.183468,8.691412,14.075452,13.186129,-25.391138,6.108898,-3.0795252,4.326065,9.431609,12.618275,-23.529387,-8.916872,12.354294,-11.082033,6.4149504,-8.676436,-8.046252,-2.9141135,1.8058556,2.2350821,3.6158051,-3.2962508,-0.4593067,4.384764,-2.8814855,2.9412584,-4.9092607,-1.1171665,-6.716281,-0.8707088,-1.3726565,1
-402.39664,70.818016,-14.130068,25.224796,6.1474347,20.832504,-2.797866,0.32547104,-3.2446742,-0.32192189,-4.360365,-5.673876,7.743742,-3.5836554,3.0667,-0.2639675,1.6689394,-1.0692526,-2.6167543,3.5033748,-4.521386,-6.1532702,-1.5412257,1.0630289,-2.5197191,-2.8511372,-3.3007953,-0.013229053,1.7815683,-0.7047856,2.0822,3.404814,-0.90951985,-1.0933743,-1.5434791,-3.9482465,-2.9120536,-5.347341,-1.394376,-1.8208493,1
-77.555016,91.51516,12.459283,12.895996,-7.1879687,20.541159,6.6374235,6.632674,-3.8111253,13.034695,-2.0275822,8.50325,-0.4374433,5.530503,1.5817851,0.8123715,1.8875073,1.345507,1.8925726,2.1605384,-0.81106085,4.2621126,-2.1949277,5.6495013,0.2180411,2.570089,-4.8514786,3.9110398,-2.9797652,5.9097705,-0.36026856,6.8713555,-0.57579505,4.2912416,-0.49188736,1.3512731,-0.9390687,1.3598658,2.1288273,1.5334923,1
-71.79694,138.10551,-30.432194,50.859737,22.991333,3.9146428,0.75714564,16.385548,-3.7021964,5.031352,1.5102255,0.7147624,-2.6660259,7.303871,-1.4462447,0.9326787,-0.11223227,4.646705,-2.5883558,1.3662006,-0.3880447,0.98561406,-0.97425044,1.9473308,-0.26295266,0.87804323,-0.52579355,3.858349,-0.6396973,1.3471783,-0.8368649,0.7051045,-2.3009298,1.6794474,-0.57485586,1.506474,-1.2785271,1.0788922,-0.8071258,1.7667236,1
-93.053665,150.0871,8.519941,4.3768764,8.267773,-6.822294,13.486689,0.29427037,4.9059606,3.2828867,-3.0944655,9.696435,-3.01449,5.5246186,-2.7941482,-0.3924688,4.587288,-0.4159988,4.656405,3.191299,0.29474917,4.8932633,-2.5551968,6.3155484,-4.877033,2.4286327,-0.38186917,0.76694584,0.55325264,0.5707201,1.7380778,1.7737019,-0.7057158,5.266054,-0.40098763,4.0023484,-1.4768329,4.1344647,1.1339904,1.6127762,1
-195.80647,37.67479,-165.95793,64.96511,-25.827477,50.06702,18.035631,0.27391836,-10.925047,2.8009079,13.250566,-10.919149,8.11263,-8.044548,-6.368716,1.6115878,10.661205,-9.900492,-1.1915221,-2.6118145,-1.1896788,9.0610695,-7.1007786,-5.4645386,-5.317747,6.285883,-5.605201,0.5699935,7.277013,1.5108515,-1.5173753,-5.051648,0.13998762,-3.494755,3.5124104,-0.99075127,-0.62274855,-1.3006887,-2.4357383,-1.3614343,1
